Ticker,Date,Time,Open,High,Low,Close,Volume 
^NSEI,20070102,09:55,3978.20,3978.40,3966.40,3978.40,0
^NSEI,20070102,09:56,3978.90,3980.70,3978.90,3980.40,0
^NSEI,20070102,09:57,3980.30,3981.30,3979.15,3979.15,0
^NSEI,20070102,09:58,3979.80,3980.15,3979.25,3980.15,0
^NSEI,20070102,09:59,3979.50,3979.60,3979.30,3979.30,0
^NSEI,20070102,10:00,3977.70,3977.70,3976.95,3977.25,0
^NSEI,20070102,10:01,3978.60,3980.10,3978.60,3980.10,0
^NSEI,20070102,10:02,3979.60,3980.00,3978.90,3979.60,0
^NSEI,20070102,10:03,3979.85,3979.85,3977.95,3977.95,0
^NSEI,20070102,10:04,3977.60,3977.60,3975.45,3975.45,0
^NSEI,20070102,10:05,3972.75,3975.00,3972.75,3973.20,0
^NSEI,20070102,10:06,3967.00,3971.25,3967.00,3967.80,0
^NSEI,20070102,10:07,3965.70,3968.05,3965.55,3968.05,0
^NSEI,20070102,10:08,3975.25,3975.40,3971.15,3975.25,0
^NSEI,20070102,10:09,3974.90,3975.15,3974.05,3974.05,0
^NSEI,20070102,10:10,3972.30,3973.60,3972.30,3973.40,0
^NSEI,20070102,10:11,3973.65,3973.65,3970.40,3970.40,0
^NSEI,20070102,10:12,3969.60,3969.60,3968.30,3968.70,0
^NSEI,20070102,10:13,3969.70,3970.65,3969.70,3970.65,0
^NSEI,20070102,10:14,3971.20,3972.15,3970.75,3970.75,0
^NSEI,20070102,10:15,3970.55,3971.05,3970.15,3971.05,0
^NSEI,20070102,10:16,3970.50,3971.15,3970.50,3971.05,0
^NSEI,20070102,10:17,3972.45,3972.85,3972.45,3972.50,0
^NSEI,20070102,10:18,3973.60,3974.10,3973.60,3974.00,0
^NSEI,20070102,10:19,3974.60,3974.60,3973.50,3973.50,0
^NSEI,20070102,10:20,3973.80,3973.80,3972.25,3972.25,0
^NSEI,20070102,10:21,3972.20,3972.20,3970.75,3972.20,0
^NSEI,20070102,10:22,3972.50,3973.30,3971.85,3973.30,0
^NSEI,20070102,10:23,3974.10,3974.35,3973.70,3974.35,0
^NSEI,20070102,10:24,3974.55,3975.70,3974.55,3975.70,0
^NSEI,20070102,10:25,3975.65,3976.30,3975.65,3975.80,0
^NSEI,20070102,10:26,3975.90,3976.65,3975.90,3976.20,0
^NSEI,20070102,10:27,3976.50,3977.05,3976.40,3976.90,0
^NSEI,20070102,10:28,3977.15,3978.30,3977.15,3977.80,0
^NSEI,20070102,10:29,3978.40,3978.40,3977.90,3978.30,0
^NSEI,20070102,10:30,3978.15,3978.35,3977.90,3977.90,0
^NSEI,20070102,10:31,3978.25,3978.25,3977.35,3977.55,0
^NSEI,20070102,10:32,3978.25,3978.25,3977.45,3978.20,0
^NSEI,20070102,10:33,3978.15,3979.00,3978.15,3978.55,0
^NSEI,20070102,10:34,3979.85,3979.85,3978.65,3979.20,0
^NSEI,20070102,10:35,3982.10,3982.10,3980.20,3981.50,0
^NSEI,20070102,10:36,3981.25,3981.85,3980.65,3980.65,0
^NSEI,20070102,10:37,3980.95,3980.95,3980.50,3980.75,0
^NSEI,20070102,10:38,3981.10,3981.30,3980.95,3981.30,0
^NSEI,20070102,10:39,3982.05,3982.95,3982.05,3982.95,0
^NSEI,20070102,10:40,3982.80,3982.85,3982.80,3982.80,0
^NSEI,20070102,10:41,3983.40,3983.75,3982.10,3982.70,0
^NSEI,20070102,10:42,3982.45,3982.95,3982.40,3982.95,0
^NSEI,20070102,10:43,3982.50,3982.65,3982.30,3982.50,0
^NSEI,20070102,10:44,3982.15,3982.25,3981.75,3981.75,0
^NSEI,20070102,10:45,3981.85,3981.85,3978.70,3978.80,0
^NSEI,20070102,10:46,3977.65,3977.75,3977.45,3977.50,0
^NSEI,20070102,10:47,3977.60,3979.00,3977.60,3979.00,0
^NSEI,20070102,10:48,3979.05,3980.35,3979.05,3980.35,0
^NSEI,20070102,10:49,3980.15,3980.15,3979.95,3980.10,0
^NSEI,20070102,10:50,3980.20,3980.60,3980.20,3980.60,0
^NSEI,20070102,10:51,3980.40,3980.80,3979.95,3979.95,0
^NSEI,20070102,10:52,3980.35,3980.35,3979.70,3979.70,0
^NSEI,20070102,10:53,3979.65,3980.20,3979.55,3979.70,0
^NSEI,20070102,10:54,3979.05,3979.80,3979.05,3979.05,0
^NSEI,20070102,10:55,3979.50,3979.65,3978.85,3978.85,0
^NSEI,20070102,10:56,3978.70,3980.00,3978.70,3979.55,0
^NSEI,20070102,10:57,3979.35,3979.45,3979.25,3979.45,0
^NSEI,20070102,10:58,3979.25,3979.90,3979.25,3979.50,0
^NSEI,20070102,10:59,3980.35,3980.75,3980.05,3980.75,0
^NSEI,20070102,11:00,3981.25,3981.35,3981.10,3981.25,0
^NSEI,20070102,11:01,3981.75,3981.75,3981.20,3981.75,0
^NSEI,20070102,11:02,3982.15,3982.25,3981.90,3982.15,0
^NSEI,20070102,11:03,3982.25,3982.25,3981.90,3982.20,0
^NSEI,20070102,11:04,3982.20,3982.70,3982.20,3982.70,0
^NSEI,20070102,11:05,3982.45,3982.90,3982.40,3982.55,0
^NSEI,20070102,11:06,3981.65,3982.75,3981.65,3982.30,0
^NSEI,20070102,11:07,3982.60,3982.60,3982.00,3982.25,0
^NSEI,20070102,11:08,3982.50,3982.55,3982.45,3982.55,0
^NSEI,20070102,11:09,3982.50,3982.60,3982.25,3982.45,0
^NSEI,20070102,11:10,3981.80,3983.00,3981.75,3981.75,0
^NSEI,20070102,11:11,3982.00,3982.20,3981.85,3981.85,0
^NSEI,20070102,11:12,3981.90,3982.45,3981.90,3982.20,0
^NSEI,20070102,11:13,3981.90,3982.45,3981.65,3982.20,0
^NSEI,20070102,11:14,3982.10,3982.10,3981.40,3982.05,0
^NSEI,20070102,11:15,3981.90,3981.90,3981.45,3981.65,0
^NSEI,20070102,11:16,3981.90,3981.90,3981.35,3981.40,0
^NSEI,20070102,11:17,3981.15,3981.15,3980.20,3980.30,0
^NSEI,20070102,11:18,3979.90,3979.90,3978.85,3978.90,0
^NSEI,20070102,11:19,3977.30,3977.30,3975.75,3975.75,0
^NSEI,20070102,11:20,3975.90,3975.90,3975.10,3975.70,0
^NSEI,20070102,11:21,3975.75,3976.35,3975.75,3976.20,0
^NSEI,20070102,11:22,3976.75,3977.50,3976.75,3977.25,0
^NSEI,20070102,11:23,3977.55,3978.20,3977.45,3978.20,0
^NSEI,20070102,11:24,3978.40,3978.85,3978.40,3978.75,0
^NSEI,20070102,11:25,3979.10,3979.10,3978.80,3978.80,0
^NSEI,20070102,11:26,3978.90,3979.35,3978.80,3979.35,0
^NSEI,20070102,11:27,3979.10,3979.80,3979.10,3979.65,0
^NSEI,20070102,11:28,3979.60,3980.15,3979.60,3980.05,0
^NSEI,20070102,11:29,3980.30,3981.20,3980.30,3981.20,0
^NSEI,20070102,11:30,3981.55,3982.65,3981.55,3982.65,0
^NSEI,20070102,11:31,3982.40,3982.40,3981.30,3981.45,0
^NSEI,20070102,11:32,3981.20,3981.40,3981.15,3981.40,0
^NSEI,20070102,11:33,3981.35,3981.35,3980.25,3980.45,0
^NSEI,20070102,11:34,3980.75,3981.35,3980.65,3980.80,0
^NSEI,20070102,11:35,3980.95,3982.15,3980.95,3981.95,0
^NSEI,20070102,11:36,3982.60,3982.95,3982.40,3982.60,0
^NSEI,20070102,11:37,3982.75,3982.95,3982.50,3982.85,0
^NSEI,20070102,11:38,3982.65,3983.25,3982.65,3983.20,0
^NSEI,20070102,11:39,3982.95,3983.55,3982.90,3983.10,0
^NSEI,20070102,11:40,3982.65,3983.05,3982.60,3983.05,0
^NSEI,20070102,11:41,3981.10,3981.75,3981.10,3981.30,0
^NSEI,20070102,11:42,3981.55,3982.50,3981.25,3982.50,0
^NSEI,20070102,11:43,3982.50,3982.65,3982.20,3982.30,0
^NSEI,20070102,11:44,3982.50,3985.70,3982.50,3985.00,0
^NSEI,20070102,11:45,3984.65,3985.00,3984.10,3984.35,0
^NSEI,20070102,11:46,3984.45,3984.70,3984.25,3984.30,0
^NSEI,20070102,11:47,3985.35,3985.35,3984.80,3985.20,0
^NSEI,20070102,11:48,3984.85,3985.10,3984.70,3984.75,0
^NSEI,20070102,11:49,3984.85,3984.95,3984.65,3984.95,0
^NSEI,20070102,11:50,3984.95,3985.00,3984.70,3984.70,0
^NSEI,20070102,11:51,3985.50,3985.55,3984.90,3985.45,0
^NSEI,20070102,11:52,3986.05,3986.25,3985.85,3986.00,0
^NSEI,20070102,11:53,3986.80,3986.80,3986.15,3986.60,0
^NSEI,20070102,11:54,3986.80,3987.00,3986.70,3986.70,0
^NSEI,20070102,11:55,3987.15,3987.15,3986.40,3987.15,0
^NSEI,20070102,11:56,3986.95,3987.60,3986.95,3987.60,0
^NSEI,20070102,11:57,3986.95,3987.20,3986.95,3987.10,0
^NSEI,20070102,11:58,3987.15,3987.75,3987.05,3987.60,0
^NSEI,20070102,11:59,3988.95,3988.95,3988.15,3988.45,0
^NSEI,20070102,12:00,3989.55,3989.90,3989.25,3989.55,0
^NSEI,20070102,12:01,3989.60,3989.65,3989.25,3989.25,0
^NSEI,20070102,12:02,3989.15,3989.25,3989.00,3989.10,0
^NSEI,20070102,12:03,3989.05,3989.30,3989.00,3989.30,0
^NSEI,20070102,12:04,3989.50,3989.65,3989.25,3989.50,0
^NSEI,20070102,12:05,3989.55,3989.70,3989.55,3989.55,0
^NSEI,20070102,12:06,3989.90,3989.90,3989.30,3989.80,0
^NSEI,20070102,12:07,3989.85,3990.40,3989.70,3990.40,0
^NSEI,20070102,12:08,3990.65,3990.80,3990.50,3990.80,0
^NSEI,20070102,12:09,3990.80,3990.80,3990.10,3990.10,0
^NSEI,20070102,12:10,3990.20,3990.45,3990.10,3990.30,0
^NSEI,20070102,12:11,3990.05,3990.35,3990.05,3990.15,0
^NSEI,20070102,12:12,3989.70,3989.80,3989.25,3989.25,0
^NSEI,20070102,12:13,3989.55,3989.55,3988.90,3989.05,0
^NSEI,20070102,12:14,3989.30,3989.30,3988.50,3988.90,0
^NSEI,20070102,12:15,3989.00,3989.10,3988.30,3988.30,0
^NSEI,20070102,12:16,3987.90,3988.20,3987.75,3988.05,0
^NSEI,20070102,12:17,3988.35,3988.85,3988.35,3988.85,0
^NSEI,20070102,12:18,3989.35,3989.90,3989.35,3989.35,0
^NSEI,20070102,12:19,3989.20,3989.20,3988.75,3988.75,0
^NSEI,20070102,12:20,3988.70,3989.10,3988.70,3988.80,0
^NSEI,20070102,12:21,3988.80,3989.40,3988.80,3989.40,0
^NSEI,20070102,12:22,3989.20,3989.90,3989.20,3989.70,0
^NSEI,20070102,12:23,3989.70,3989.70,3989.50,3989.65,0
^NSEI,20070102,12:24,3989.75,3992.25,3989.75,3991.40,0
^NSEI,20070102,12:25,3993.35,3993.50,3991.50,3992.75,0
^NSEI,20070102,12:26,3993.50,3993.50,3992.90,3992.90,0
^NSEI,20070102,12:27,3992.80,3993.40,3992.65,3992.85,0
^NSEI,20070102,12:28,3992.70,3993.75,3992.70,3993.75,0
^NSEI,20070102,12:29,3994.25,3996.75,3994.10,3994.90,0
^NSEI,20070102,12:30,3994.70,3994.70,3993.60,3993.60,0
^NSEI,20070102,12:31,3994.10,3994.75,3994.10,3994.70,0
^NSEI,20070102,12:32,3994.80,3996.15,3994.80,3995.55,0
^NSEI,20070102,12:33,3995.45,3995.45,3995.00,3995.00,0
^NSEI,20070102,12:34,3994.80,3996.50,3994.80,3995.70,0
^NSEI,20070102,12:35,3995.35,3995.95,3995.35,3995.50,0
^NSEI,20070102,12:36,3994.80,3995.10,3994.70,3994.70,0
^NSEI,20070102,12:37,3994.75,3995.25,3994.75,3995.25,0
^NSEI,20070102,12:38,3995.40,3995.50,3995.25,3995.50,0
^NSEI,20070102,12:39,3995.35,3995.45,3995.30,3995.45,0
^NSEI,20070102,12:40,3996.50,3996.50,3995.80,3996.00,0
