<Ticker>,<Date>,<Time>,<Open>,<High>,<Low>,<Close>,<Volume> 
^NSEI,20070110,09:55,3911.40,3911.40,3905.75,3905.75,0
^NSEI,20070110,09:56,3864.55,3885.20,3864.55,3869.10,0
^NSEI,20070110,09:57,3871.35,3871.35,3862.70,3868.80,0
^NSEI,20070110,09:58,3879.25,3879.25,3872.60,3876.40,0
^NSEI,20070110,09:59,3879.60,3883.35,3879.60,3880.30,0
^NSEI,20070110,10:00,3875.75,3880.95,3875.75,3876.15,0
^NSEI,20070110,10:01,3877.35,3878.90,3876.65,3877.25,0
^NSEI,20070110,10:02,3875.50,3875.75,3872.70,3872.70,0
^NSEI,20070110,10:03,3870.60,3871.15,3869.65,3870.70,0
^NSEI,20070110,10:04,3857.40,3866.80,3853.90,3853.90,0
^NSEI,20070110,10:05,3857.00,3857.00,3854.35,3857.00,0
^NSEI,20070110,10:06,3865.50,3865.50,3860.90,3864.25,0
^NSEI,20070110,10:07,3870.45,3870.45,3867.30,3868.70,0
^NSEI,20070110,10:08,3868.75,3870.65,3868.20,3868.20,0
^NSEI,20070110,10:09,3863.00,3865.85,3863.00,3863.75,0
^NSEI,20070110,10:10,3865.40,3865.40,3863.05,3864.45,0
^NSEI,20070110,10:11,3870.70,3870.70,3866.30,3869.45,0
^NSEI,20070110,10:12,3869.00,3870.20,3867.95,3868.90,0
^NSEI,20070110,10:13,3871.20,3871.20,3868.90,3871.05,0
^NSEI,20070110,10:14,3870.90,3873.75,3870.90,3873.75,0
^NSEI,20070110,10:15,3868.60,3874.70,3868.60,3871.40,0
^NSEI,20070110,10:16,3867.60,3869.85,3867.20,3869.85,0
^NSEI,20070110,10:17,3870.00,3871.55,3870.00,3871.55,0
^NSEI,20070110,10:18,3873.45,3873.60,3871.75,3873.60,0
^NSEI,20070110,10:19,3871.25,3874.10,3869.65,3869.65,0
^NSEI,20070110,10:20,3869.35,3871.60,3869.35,3871.60,0
^NSEI,20070110,10:21,3874.95,3874.95,3871.75,3874.70,0
^NSEI,20070110,10:22,3876.65,3876.75,3875.50,3876.25,0
^NSEI,20070110,10:23,3874.55,3874.75,3873.10,3874.55,0
^NSEI,20070110,10:24,3876.55,3876.55,3875.15,3876.55,0
^NSEI,20070110,10:25,3877.25,3877.80,3876.95,3877.45,0
^NSEI,20070110,10:26,3877.30,3879.20,3877.25,3879.20,0
^NSEI,20070110,10:27,3880.20,3883.05,3880.20,3882.75,0
^NSEI,20070110,10:28,3879.15,3879.15,3878.15,3878.25,0
^NSEI,20070110,10:29,3878.90,3880.10,3878.90,3879.65,0
^NSEI,20070110,10:30,3881.30,3882.20,3881.30,3882.15,0
^NSEI,20070110,10:31,3881.65,3881.65,3876.20,3876.20,0
^NSEI,20070110,10:32,3875.20,3876.40,3875.20,3875.60,0
^NSEI,20070110,10:33,3875.00,3875.25,3873.15,3873.15,0
^NSEI,20070110,10:34,3872.05,3872.60,3871.60,3871.60,0
^NSEI,20070110,10:35,3870.20,3870.20,3869.50,3869.65,0
^NSEI,20070110,10:36,3874.25,3874.80,3873.00,3874.80,0
^NSEI,20070110,10:37,3873.95,3873.95,3871.10,3871.85,0
^NSEI,20070110,10:38,3871.90,3872.95,3871.90,3872.95,0
^NSEI,20070110,10:39,3871.85,3873.50,3871.30,3873.50,0
^NSEI,20070110,10:40,3874.00,3874.25,3872.05,3872.05,0
^NSEI,20070110,10:41,3872.55,3873.40,3871.60,3873.15,0
