CNX-IT,20161201,09:08,10090.00,10090.00,10090.00,10090.00
CNX-IT,20161201,09:16,10082.60,10108.80,10064.90,10068.00
CNX-IT,20161201,09:17,10064.50,10084.90,10057.90,10084.65
CNX-IT,20161201,09:18,10084.45,10089.35,10074.05,10089.30
CNX-IT,20161201,09:19,10088.20,10089.35,10076.45,10084.05
CNX-IT,20161201,09:20,10083.55,10086.60,10078.90,10080.85
CNX-IT,20161201,09:21,10080.25,10090.45,10079.45,10087.85
CNX-IT,20161201,09:22,10087.35,10087.35,10068.15,10076.50
CNX-IT,20161201,09:23,10076.20,10077.60,10070.05,10073.75
CNX-IT,20161201,09:24,10072.80,10072.80,10065.00,10066.30
CNX-IT,20161201,09:25,10067.00,10067.90,10058.30,10061.15
CNX-IT,20161201,09:26,10061.05,10065.25,10060.35,10064.70
CNX-IT,20161201,09:27,10064.65,10064.65,10053.25,10061.15
CNX-IT,20161201,09:28,10063.70,10066.45,10060.05,10060.40
CNX-IT,20161201,09:29,10059.65,10061.60,10055.70,10058.40
CNX-IT,20161201,09:30,10058.00,10060.65,10039.75,10041.50
CNX-IT,20161201,09:31,10040.45,10043.50,10032.05,10042.70
CNX-IT,20161201,09:32,10042.00,10057.35,10042.00,10054.95
CNX-IT,20161201,09:33,10054.60,10056.85,10048.95,10052.85
CNX-IT,20161201,09:34,10053.05,10053.05,10047.45,10048.90
CNX-IT,20161201,09:35,10048.55,10049.55,10040.35,10041.50
CNX-IT,20161201,09:36,10041.65,10049.40,10037.60,10047.20
CNX-IT,20161201,09:37,10047.25,10048.85,10040.80,10047.00
CNX-IT,20161201,09:38,10047.10,10048.70,10043.50,10048.70
CNX-IT,20161201,09:39,10048.20,10054.30,10046.90,10047.00
CNX-IT,20161201,09:40,10047.15,10047.60,10034.25,10038.65
CNX-IT,20161201,09:41,10036.60,10039.10,10030.50,10032.75
CNX-IT,20161201,09:42,10032.85,10037.80,10027.20,10037.80
CNX-IT,20161201,09:43,10038.50,10041.40,10035.55,10040.80
CNX-IT,20161201,09:44,10040.65,10044.80,10036.75,10043.30
CNX-IT,20161201,09:45,10044.05,10045.45,10040.05,10040.85
CNX-IT,20161201,09:46,10040.70,10040.70,10031.20,10033.65
CNX-IT,20161201,09:47,10035.05,10035.45,10026.40,10035.35
CNX-IT,20161201,09:48,10034.95,10035.80,10028.25,10029.65
CNX-IT,20161201,09:49,10029.95,10035.05,10027.50,10029.15
CNX-IT,20161201,09:50,10027.85,10039.05,10027.85,10038.55
CNX-IT,20161201,09:51,10038.65,10041.15,10036.10,10036.35
CNX-IT,20161201,09:52,10036.25,10047.55,10036.25,10047.55
CNX-IT,20161201,09:53,10047.65,10054.80,10047.65,10054.40
CNX-IT,20161201,09:54,10054.45,10057.95,10052.95,10054.40
CNX-IT,20161201,09:55,10054.35,10062.85,10053.80,10060.75
CNX-IT,20161201,09:56,10061.65,10063.85,10059.80,10063.55
CNX-IT,20161201,09:57,10061.55,10062.80,10055.10,10055.25
CNX-IT,20161201,09:58,10054.90,10058.20,10053.75,10056.95
CNX-IT,20161201,09:59,10057.00,10057.00,10050.60,10052.65
CNX-IT,20161201,10:00,10052.35,10052.80,10045.75,10046.40
CNX-IT,20161201,10:01,10045.60,10046.65,10038.75,10041.35
CNX-IT,20161201,10:02,10040.85,10051.55,10039.90,10047.20
CNX-IT,20161201,10:03,10047.25,10049.70,10046.00,10049.35
CNX-IT,20161201,10:04,10049.85,10051.50,10046.70,10050.55
CNX-IT,20161201,10:05,10049.90,10051.40,10047.75,10049.00
CNX-IT,20161201,10:06,10047.60,10048.70,10043.05,10044.85
CNX-IT,20161201,10:07,10045.35,10055.90,10044.90,10047.15
CNX-IT,20161201,10:08,10047.25,10055.25,10047.25,10052.50
CNX-IT,20161201,10:09,10052.80,10055.05,10050.30,10051.45
CNX-IT,20161201,10:10,10051.40,10051.40,10047.00,10049.75
CNX-IT,20161201,10:11,10049.35,10053.35,10047.85,10050.85
CNX-IT,20161201,10:12,10050.60,10058.55,10050.60,10055.50
CNX-IT,20161201,10:13,10056.40,10061.40,10054.10,10055.15
CNX-IT,20161201,10:14,10055.85,10056.45,10052.25,10053.90
CNX-IT,20161201,10:15,10053.35,10061.35,10052.35,10060.80
CNX-IT,20161201,10:16,10060.75,10061.20,10058.35,10058.90
CNX-IT,20161201,10:17,10058.75,10059.70,10056.85,10058.60
CNX-IT,20161201,10:18,10058.05,10062.00,10052.45,10060.15
CNX-IT,20161201,10:19,10060.00,10063.25,10059.95,10061.65
CNX-IT,20161201,10:20,10061.70,10061.70,10056.45,10056.50
CNX-IT,20161201,10:21,10056.45,10057.80,10054.25,10055.20
CNX-IT,20161201,10:22,10055.10,10056.85,10053.90,10056.35
CNX-IT,20161201,10:23,10056.40,10057.00,10048.70,10048.70
CNX-IT,20161201,10:24,10049.10,10051.90,10047.20,10047.70
CNX-IT,20161201,10:25,10047.45,10047.60,10044.45,10044.90
CNX-IT,20161201,10:26,10044.75,10047.15,10043.20,10045.20
CNX-IT,20161201,10:27,10043.95,10047.60,10043.95,10047.60
CNX-IT,20161201,10:28,10047.70,10047.70,10044.50,10047.35
CNX-IT,20161201,10:29,10047.30,10048.90,10046.40,10048.70
CNX-IT,20161201,10:30,10049.15,10050.40,10047.40,10047.80
CNX-IT,20161201,10:31,10048.05,10051.00,10042.75,10042.75
CNX-IT,20161201,10:32,10042.15,10044.20,10038.05,10040.30
CNX-IT,20161201,10:33,10040.20,10042.30,10035.10,10037.55
CNX-IT,20161201,10:34,10037.50,10039.25,10037.15,10038.30
CNX-IT,20161201,10:35,10038.35,10038.45,10028.65,10030.90
CNX-IT,20161201,10:36,10030.35,10033.40,10028.90,10030.80
CNX-IT,20161201,10:37,10030.55,10032.90,10028.85,10032.10
CNX-IT,20161201,10:38,10032.35,10032.80,10029.00,10030.70
CNX-IT,20161201,10:39,10030.15,10035.55,10028.15,10035.20
CNX-IT,20161201,10:40,10034.35,10034.35,10030.75,10030.95
CNX-IT,20161201,10:41,10030.65,10034.40,10029.55,10033.75
CNX-IT,20161201,10:42,10033.70,10035.10,10032.80,10034.05
CNX-IT,20161201,10:43,10032.50,10033.40,10030.55,10032.60
CNX-IT,20161201,10:44,10031.95,10031.95,10023.10,10027.80
CNX-IT,20161201,10:45,10028.10,10037.00,10027.70,10032.25
CNX-IT,20161201,10:46,10032.90,10036.60,10031.35,10034.20
CNX-IT,20161201,10:47,10033.80,10036.05,10030.05,10035.45
CNX-IT,20161201,10:48,10035.15,10036.90,10033.10,10034.85
CNX-IT,20161201,10:49,10034.95,10034.95,10030.90,10031.20
CNX-IT,20161201,10:50,10030.65,10030.65,10026.75,10030.50
CNX-IT,20161201,10:51,10030.60,10032.50,10027.90,10029.35
CNX-IT,20161201,10:52,10028.95,10029.95,10025.90,10026.70
CNX-IT,20161201,10:53,10026.85,10026.85,10022.50,10023.75
CNX-IT,20161201,10:54,10023.85,10025.10,10022.95,10023.65
CNX-IT,20161201,10:55,10023.45,10025.20,10020.30,10021.10
CNX-IT,20161201,10:56,10020.75,10021.55,10018.05,10020.90
CNX-IT,20161201,10:57,10020.80,10022.30,10018.90,10018.90
CNX-IT,20161201,10:58,10018.60,10023.55,10018.60,10021.70
CNX-IT,20161201,10:59,10021.80,10021.80,10019.25,10019.80
CNX-IT,20161201,11:00,10019.75,10020.00,10017.75,10019.35
CNX-IT,20161201,11:01,10019.40,10020.75,10017.65,10020.75
CNX-IT,20161201,11:02,10020.25,10026.35,10020.25,10024.25
CNX-IT,20161201,11:03,10023.50,10034.25,10020.55,10032.85
CNX-IT,20161201,11:04,10033.90,10037.55,10030.90,10034.60
CNX-IT,20161201,11:05,10034.85,10035.90,10025.85,10027.35
CNX-IT,20161201,11:06,10027.10,10035.85,10026.80,10031.35
CNX-IT,20161201,11:07,10033.05,10034.15,10031.05,10032.30
CNX-IT,20161201,11:08,10031.80,10034.75,10031.60,10033.70
CNX-IT,20161201,11:09,10033.45,10037.05,10030.85,10030.85
CNX-IT,20161201,11:10,10030.95,10035.70,10029.70,10035.30
CNX-IT,20161201,11:11,10035.45,10038.45,10034.45,10037.10
